"","X.x","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi","X.y","Q94_1","Q94_2","Q94_3","Q94_4","Q94_5","Q94_6","Q96_1","Q96_2","Q96_3","Q96_4","Q96_5","Q96_6","Q98_1","Q98_2","Q98_3","Q98_4","Q98_5","Q98_6","Q100_1","Q100_2","Q100_3","Q100_4","Q100_5","Q100_6","Q102_1","Q102_2","Q102_3","Q102_4","ego.careerval","ego.acadval","ego.gender","ego.race","Q3_9_TEXT","Q3_7_TEXT","ego.workhours","ego.studentorg","ego.belong","ego.age","ego.year","ext_reg","int_toknow","ext_iden","int_stim","amotiv","int_accomp","ext_intro","ego.genderbi","ego.racetri","mean.clo","mean.comm","mean.careerval","mean.acadval","mean.edu","alt.edudiverse","alt.type","alt.age","alt.agesd","alt.female","alt.male","alt.genratio","ego.ager","mean.eigen","dens","mean.deg","mean.bet","deg.centr","alter.aca.value.avg","alter.career.value.avg","density","gendersim","agediver","belong_cat","alter.same.gen","ego.gen.cen","alter.gen.cen"
"475",545,1986,"bs",6,"",10,1,2,"",21,10,10,4,"",NA,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,5,5,0,0,10,10,10,10,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198601,1,545,5,5,5,5,1,3,5,5,5,5,3,2,5,5,5,5,5,1,1,5,5,5,5,5,5,1,5,5,10,8,2,1,NA,NA,24,2,5,7,3,5,5,5,3.5,1.25,4.5,5,1,1,10,2,9.625,9.875,6.5,3,5,166.5,336.981983409881,6,2,3,21,0.819392772579484,0.75,5.25,0.9375,0.25,9.875,9.625,0.75,-0.5,2.75,1,"Yes",0.14449594438007,0.591445713179795
"476",546,1987,"vk",1,"",10,1,1,"",54,10,10,7,"",10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198701,0,546,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,10,10,2,1,NA,NA,24,2,4,7,3,5,5,5,5,4,5,5,1,1,10,2.66666666666667,10,10,7.33333333333333,2,3,368,546.464088481576,2,1,2,21,1,1,2,0,0,10,10,1,-0.333333333333333,1.58496250072116,1,"No",0.14449594438007,-0.408554286820205
"477",547,1989,"kr",1,"",6,2,1,"",60,6,7,3,"",NA,6,7,10,10,9,2,1,9,10,4,6,8,10,10,8,8,10,10,10,10,9,10,10,10,10,10,10,10,10,8,0,0,0,0,0,9,7,10,8,0,0,0,0,0,198901,0,547,2,3,5,4,2,2,2,4,2,5,1,2,5,5,2,1,1,2,1,3,4,4,5,4,1,1,3,4,10,7,1,1,NA,NA,30,3,3,4,1,3,2.75,3.75,2,1.5,3.25,3.75,0,1,8.4,2.1,8.1,5.3,4.1,4,5,32.4,19.1438995214896,2,8,0.25,18,0.772208911340533,0.755555555555556,6.8,1.4,0.244444444444444,5.3,8.1,0.755555555555556,-0.6,2.84643934467102,0,"Yes",-0.0555040556199305,-0.408554286820205
"478",548,1990,"ex boss ",11,"work",-2,3,2,"",40,2,4,7,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199001,1,548,2,3,4,1,1,3,4,4,3,4,2,1,3,3,4,3,4,3,1,2,3,4,3,4,2,1,3,4,7,10,1,1,NA,NA,20,2,3,4,1,3.5,3,4,2,1,2.75,3.5,0,1,1,2.5,7,5.5,7,1,3,40,0,1,1,1,18,1,1,1,0,0,5.5,7,1,0,0,0,"No",-0.0555040556199305,0.591445713179795
"479",549,1991,"ja",1,"",10,1,1,"",45,10,10,5,"",NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,10,10,10,10,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,10,NA,10,NA,NA,NA,199101,0,549,5,5,5,5,1,3,5,5,5,5,3,3,5,5,5,NA,5,1,5,5,5,5,5,1,2,1,2,5,10,10,1,1,NA,NA,10,1,4,4,1,5,NA,4,2.75,2.5,3.75,5,0,1,10,1.4,10,10,5.5,5,3,49,5.65685424949238,3,7,0.428571428571429,18,0.682763590568406,0.555555555555556,5,2.5,0.333333333333333,10,10,0.555555555555556,-0.4,1,1,"Yes",-0.0555040556199305,-0.408554286820205
"480",550,1993,"al",3,"",10,1,1,"",28,10,10,5,"",-1,0,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199301,0,550,1,3,5,3,1,5,5,5,2,5,3,2,2,5,5,5,5,5,2,4,5,5,5,5,3,1,4,5,10,10,2,1,NA,NA,20,3,3,4,1,4,3.75,5,3.5,1.5,3.75,5,1,1,10,1,10,10,4,3,4,28.75,10.4363148029688,1,3,0.333333333333333,18,0.804737854124365,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,10,10,0.666666666666667,0.333333333333333,1.58496250072116,0,"No",0.14449594438007,-0.408554286820205
"481",551,1996,"ap",1,"",10,1,2,"",59,10,10,5,"",8,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199601,1,551,5,3,5,3,1,4,5,5,3,5,1,1,5,5,5,3,5,1,1,4,5,5,3,5,1,1,5,5,10,10,2,2,NA,NA,0,3,4,5,1,5,3,5,1.5,1,4.5,5,1,2,9.6,2,10,10,5.4,3,3,34.6,18.4065205837497,2,3,0.666666666666667,19,0.98438080851674,1,4,0,0,10,10,1,0.2,2.32192809488736,1,"Yes",0.14449594438007,0.591445713179795
"482",552,1997,"ma",6,"",9,3,1,"",34,6,4,7,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199701,0,552,4,2,5,1,1,3,5,3,2,5,1,1,4,3,4,2,2,1,1,3,4,5,2,2,1,1,2,4,9,9,1,2,NA,NA,31,1,4,6,2,4,2,3.5,1,1,3,4,0,2,9.5,2,7,8,6.5,2,3,40.5,9.19238815542512,0,2,0,20,1,1,1,0,0,8,7,1,-1,1,1,"Yes",-0.0555040556199305,-0.408554286820205
"483",553,1999,"jc",1,"",0,1,1,"",46,8,8,7,"",8,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199901,0,553,4,2,2,2,4,1,3,4,2,3,1,2,2,2,4,2,4,2,2,2,2,4,2,2,2,2,2,2,8,2,1,1,NA,NA,0,1,2,5,1,4,2,2.75,1.75,2.5,1.75,2.25,0,1,4,2,9.33333333333333,9.33333333333333,6.33333333333333,2,3,46,9,1,2,0.5,19,1,1,1,0,0,9,9,1,0,1,0,"Yes",-0.0555040556199305,-0.408554286820205
"484",554,2000,"m",1,"",10,1,1,"",42,10,10,7,"",NA,10,10,10,10,0,0,0,0,0,10,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200001,0,554,5,5,5,3,1,3,5,5,5,5,1,1,5,3,5,5,5,1,1,5,5,5,5,5,3,1,5,5,10,10,2,1,NA,NA,20,1,5,5,2,5,5,5,2,1,4.5,4.5,1,1,10,1.33333333333333,10,10,6.33333333333333,2,4,38.6666666666667,17.4890441896253,3,3,1,19,0.901120911629399,0.7,2.8,0.6,0.05,10,10,0.7,-0.2,1.52192809488736,1,"No",0.14449594438007,-0.408554286820205
"485",555,2001,"jh",4,"",10,2,1,"",999,5,5,4,"",8,0,10,4,6,2,1,1,2,10,0,5,7,6,6,0,1,1,10,10,4,0,0,0,5,3,3,6,10,4,1,2,0,1,0,0,-5,1,0,1,1,1,0,0,10,200101,0,555,1,2,5,2,2,1,3,3,2,5,1,2,2,3,1,2,4,1,1,2,2,2,2,3,1,2,2,2,0,0,2,1,NA,NA,10,3,1,8,4,1.75,2,4.25,1.25,1.75,1.75,2.5,1,1,9.4,2.3,6.3,4.9,5.2,7,4,217.1,412.200989270472,6,4,1.5,22,0.62385443776277,0.711111111111111,6.4,3.98333333333333,0.288888888888889,4.9,6.3,0.711111111111111,-0.2,2.64643934467102,0,"No",0.14449594438007,-0.408554286820205
"486",556,2002,"am",1,"",9,1,1,"",45,10,NA,5,"",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200201,0,556,5,2,5,3,1,5,5,5,2,5,1,1,5,5,5,4,5,1,1,5,5,NA,2,5,2,1,5,5,10,10,1,1,NA,NA,15,1,4,4,1,NA,2.5,5,1.75,1,5,5,0,1,9.66666666666667,3,10,10,7,2,4,363,550.792156806903,0,3,0,18,1,1,1,0,0,10,NA,1,-1,1,1,"Yes",-0.0555040556199305,-0.408554286820205
"487",558,2005,"j.o",7,"",10,1,1,"",19,10,NA,4,"",NA,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200501,0,558,1,5,5,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5,4,4,3,NA,3,4,5,4,4,5,10,10,1,2,NA,NA,0,3,5,5,1,NA,4.5,4.75,5,3.5,4.5,3.75,0,2,10,1,10,10,6.2,4,4,34,16.5680415257809,2,3,0.666666666666667,19,0.929150262212918,0.9,3.6,0.2,0.1,10,NA,0.9,-0.2,1.92192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"488",559,2008,"father ",1,"",8,2,2,"",60,6,8,4,"",8,10,9,8,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200801,1,559,4,3,4,4,2,4,5,5,5,5,3,1,4,4,4,4,4,4,1,4,4,5,4,4,5,1,4,5,10,10,1,1,NA,NA,0,3,3,4,1,4.5,4,4.25,4,1.25,4,4.5,0,1,9.25,2.25,8.5,8.25,4,1,3,70.25,19.0153446808974,2,2,1,18,0.948551081116012,1,3,0,0,8.25,8.5,1,0,2,0,"No",-0.0555040556199305,0.591445713179795
"489",560,2009,"iy",1,"",10,1,1,"",41,10,10,8,"",10,-10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200901,0,560,5,5,5,1,1,3,4,5,5,5,3,1,4,4,5,4,5,1,1,4,4,5,5,3,1,1,4,4,10,10,1,1,NA,NA,20,1,3,8,4,5,4.75,4.5,1.5,1,3.75,4,0,1,9.66666666666667,1.33333333333333,10,10,6.33333333333333,3,3,35.6666666666667,11.0151410945722,2,1,2,22,0.801854618999152,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,10,10,0.666666666666667,0.333333333333333,1.58496250072116,0,"Yes",-0.0555040556199305,-0.408554286820205
"490",562,2011,"jb",1,"",10,1,1,"",45,8,8,5,"",10,10,10,10,10,10,8,8,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201101,0,562,4,3,5,3,2,3,4,5,3,5,2,2,3,4,5,3,5,3,1,3,4,5,2,4,2,1,2,3,10,10,1,1,NA,NA,30,1,4,6,3,4.75,2.75,4.75,2.5,1.5,2.75,3.75,0,1,10,1.8,8.2,8.2,5.2,3,5,39.2,18.926172354705,1,4,0.25,20,0.965209002021123,1,4,0,0,8.2,8.2,1,-0.6,1.92192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"491",563,2013,"ak",1,"",4,1,1,"",52,8,10,7,"",6,10,2,10,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201301,0,563,4,4,5,3,2,5,5,5,4,5,4,2,5,3,4,4,4,3,2,4,5,3,5,4,5,1,4,4,10,6,2,1,NA,NA,0,2,3,4,1,4,4.25,4.5,3.75,1.75,4.5,4.25,1,1,8.5,1.5,10,9.5,6,4,4,52.25,27.7653861249338,2,2,1,18,0.770336015389889,1,3,0.75,0,9.5,10,1,0,2,0,"No",0.14449594438007,-0.408554286820205
"492",564,2014,"ln",1,"",6,1,1,"",50,9,6,8,"",-6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201401,0,564,4,3,5,5,4,3,4,5,4,5,4,5,5,5,5,4,4,3,1,4,5,5,5,5,2,1,4,5,8,7,1,1,NA,NA,0,3,2,4,1,4.75,4,4.75,3.5,2.75,4,4.75,0,1,6.33333333333333,1.33333333333333,8,7.33333333333333,7,2,3,44.3333333333333,24.0069434400411,1,2,0.5,18,0.788127360160431,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,7.33333333333333,8,0.666666666666667,-0.333333333333333,1.58496250072116,0,"Yes",-0.0555040556199305,-0.408554286820205
"493",565,2015,"ar",1,"",10,1,1,"",56,10,10,7,"",8,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201501,0,565,4,1,3,1,3,1,3,5,1,5,1,1,1,1,5,1,5,1,3,1,1,5,1,1,1,3,1,2,10,10,1,2,NA,NA,0,3,3,4,1,4.75,1,3.5,1,2.5,1,1.75,0,2,10,1.33333333333333,9.33333333333333,8,6.66666666666667,3,3,53.6666666666667,5.85946527708232,1,2,0.5,18,0.965601751091492,1,2,0,0,8,9.33333333333333,1,-0.333333333333333,1.58496250072116,0,"Yes",-0.0555040556199305,-0.408554286820205
"494",566,2016,"dg",1,"",10,2,2,"",42,7,7,4,"",7,4,8,10,6,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201601,1,566,2,5,5,5,1,5,5,5,5,5,2,1,5,5,5,5,5,2,1,5,5,5,5,5,4,1,5,5,10,10,2,2,NA,NA,0,1,4,5,2,4.25,5,5,3.25,1,5,5,1,2,9.83333333333333,3.83333333333333,8.5,9.16666666666667,7,3,4,49.6666666666667,13.8660256262083,1,5,0.2,19,0.886412090817775,1,3,0.5,0,8.75,8.25,1,0.5,2,1,"Yes",0.14449594438007,0.591445713179795
"495",567,2017,"rwm",1,"",10,1,1,"",47,10,10,5,"",6,10,4,9,4,8,8,8,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201701,0,567,5,4,4,3,1,4,5,5,4,5,4,1,5,4,4,4,5,4,1,3,4,5,4,5,4,1,4,5,10,10,1,1,NA,NA,0,3,4,5,1,4.75,4,4.75,3.75,1,4,4.5,0,1,8.6,2.4,10,10,6,3,4,44.8,4.91934955049954,2,3,0.666666666666667,19,0.908247399676527,1,4,0.2,0,10,10,1,-0.2,0.721928094887362,1,"Yes",-0.0555040556199305,-0.408554286820205
"496",568,2019,"cs",10,"othr_adults",8,1,2,"",40,10,10,8,"",4,4,10,8,10,9,8,0,0,0,0,5,3,4,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201901,1,568,4,3,5,2,3,4,5,5,2,5,2,4,4,2,5,2,2,2,3,2,4,5,2,4,2,4,2,4,10,7,2,1,NA,NA,20,3,3,4,1,4.75,2.25,4,2,3.5,3,3.75,1,1,8.83333333333333,1.33333333333333,9.33333333333333,8.83333333333333,5,3,5,30.1666666666667,12.6872639551113,5,1,5,18,0.705172137461456,0.666666666666667,3.33333333333333,1.5,0.133333333333333,8.83333333333333,9.33333333333333,0.666666666666667,-0.666666666666667,2.25162916738782,0,"Yes",0.14449594438007,0.591445713179795
"497",569,2021,"ds",1,"",8,2,2,"",56,10,7,8,"",2,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202101,1,569,5,3,5,3,1,2,5,5,2,5,1,2,1,4,5,3,5,1,1,2,5,5,4,5,1,2,3,4,8,6,1,1,NA,NA,29,3,2,8,4,5,3,5,1.5,1.5,2,4.5,0,1,8.33333333333333,2,7,6.66666666666667,5.66666666666667,3,4,51,27.8388218141501,1,2,0.5,22,0.816496580927726,1,2,0.333333333333333,0,6.66666666666667,7,1,-0.333333333333333,1.58496250072116,0,"No",-0.0555040556199305,0.591445713179795
"498",570,2022,"zg",5,"",10,1,2,"",20,6,10,5,"",7,9,10,0,0,0,0,0,0,7,0,0,0,10,10,4,8,9,0,0,0,3,7,7,0,0,0,6,2,10,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,202201,1,570,2,4,5,4,1,5,4,3,3,3,4,1,4,4,4,4,5,3,1,5,4,5,5,4,3,1,5,5,10,10,1,1,NA,NA,15,3,5,5,2,3.5,4,4.25,3.5,1,4.75,4.25,0,1,9.4,2.2,9.1,9.2,5.3,3,4,29.1,18.2723227253072,2,8,0.25,19,0.468801013016807,0.377777777777778,3.4,0.8,0.288888888888889,9.2,9.1,0.377777777777778,-0.6,2.44643934467102,1,"No",-0.0555040556199305,0.591445713179795
"499",571,2023,"js",1,"",10,1,1,"",41,8,10,7,"",3,6,10,9,10,7,7,3,0,5,10,4,0,3,8,2,7,10,2,0,0,6,6,7,-3,0,0,4,8,3,6,5,4,6,0,0,2,9,9,7,0,0,6,7,2,202301,0,571,1,3,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,1,4,4,4,4,4,3,2,4,4,9,9,1,1,NA,NA,NA,3,3,4,1,3.25,3.75,4,3.5,2.25,4,4,0,1,6.6,3,6.9,5.4,5.1,5,3,146.5,299.849684564339,4,6,0.666666666666667,18,0.743836145782075,0.755555555555556,6.8,2.85,0.244444444444444,5.4,6.9,0.755555555555556,-0.2,3.12192809488736,0,"Yes",-0.0555040556199305,-0.408554286820205
"500",572,2024,"ca",8,"academic",10,2,2,"",50,10,10,7,"",1,0,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202401,1,572,5,2,5,1,3,3,3,5,2,4,3,3,4,5,4,3,4,3,5,4,3,4,3,3,1,3,4,5,10,10,2,1,NA,NA,9,3,2,4,1,4.5,2.5,4,2,3.5,3.75,4,1,1,9.75,1.75,7.75,6.5,4.75,2,4,33.25,15.1299922890485,2,2,1,18,0.800140584703323,0.833333333333333,2.5,0.25,0.166666666666667,6.5,7.75,0.833333333333333,0,2,0,"Yes",0.14449594438007,0.591445713179795
"501",573,2026,"ld",1,"",10,1,1,"",42,10,10,8,"",NA,8,10,10,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202601,0,573,1,1,2,2,3,2,5,3,4,2,3,3,1,3,2,5,3,2,3,3,2,3,2,2,2,4,2,2,10,10,1,2,NA,NA,0,1,5,5,1,2.25,3,2.25,2.25,3.25,2,3,0,2,8.5,2.5,10,8.5,6.5,2,3,42.3333333333333,5.5075705472861,1,3,0.333333333333333,19,0.87014892367394,0.833333333333333,2.5,0.375,0.166666666666667,8.5,10,0.833333333333333,-0.5,1.58496250072116,1,"Yes",-0.0555040556199305,-0.408554286820205
"502",574,2028,"yb",1,"",10,1,1,"",50,10,10,8,"",9,10,6,10,7,10,10,6,10,10,4,4,6,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202801,0,574,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,2,2,NA,NA,0,1,5,4,1,5,5,5,4.25,4.25,5,5,1,2,10,1.33333333333333,10,10,5.83333333333333,4,3,55.6666666666667,11.7246179752974,3,3,1,18,0.88497269567483,1,5,0.416666666666667,0,10,10,1,0,2.58496250072116,1,"No",0.14449594438007,-0.408554286820205
"503",575,2030,"my mom",1,"",10,1,1,"",48,10,10,8,"",10,5,0,0,0,5,0,0,0,7,0,0,0,3,3,0,0,10,4,4,4,0,0,0,3,3,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203001,0,575,4,3,5,4,1,3,4,5,3,4,3,1,4,4,4,4,4,4,1,4,4,4,4,4,3,1,4,4,10,10,1,1,NA,NA,0,1,3,5,1,4.25,3.5,4.25,3.5,1,3.75,4,0,1,8.25,2.25,10,10,7.125,3,4,43.125,15.4590472816776,1,7,0.142857142857143,19,0.552228727937838,0.464285714285714,3.25,4.25,0.25,10,10,0.464285714285714,-0.75,2.75,0,"Yes",-0.0555040556199305,-0.408554286820205
"504",576,2031,"dl",8,"academic",10,6,2,"",60,10,10,7,"",NA,10,2,8,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203101,1,576,5,2,5,2,1,5,5,5,2,5,1,1,5,5,5,2,5,1,1,5,5,5,3,5,1,1,5,5,10,10,1,2,NA,NA,0,3,4,4,1,5,2.25,5,1.25,1,5,5,0,2,10,6,10,10,7,1,2,44.75,10.9658560997307,1,3,0.333333333333333,18,0.677745763590445,0.666666666666667,2,0.5,0.333333333333333,10,10,0.666666666666667,-0.5,2,1,"No",-0.0555040556199305,0.591445713179795
"505",577,2033,"bl",1,"",10,1,2,"",39,10,10,3,"",-10,0,0,0,0,0,8,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203301,1,577,5,3,4,3,2,3,5,5,5,5,1,1,3,3,5,3,5,1,2,3,3,5,3,3,5,1,4,5,10,10,1,5,NA,NA,0,1,3,5,1,5,3.5,4.25,2.5,1.5,3.25,4,0,3,8.4,2.4,9.2,9,5.4,5,5,31,9.66953980290686,2,3,0.666666666666667,19,0.619786998476723,0.5,1.5,0.75,0.5,8.75,9,0.5,0,1.5,0,"No",-0.0555040556199305,0.591445713179795
"506",578,2034,"sh",1,"",10,1,1,"",55,9,6,7,"",10,7,4,8,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203401,0,578,5,3,5,2,4,5,5,5,3,5,1,4,5,5,5,4,3,1,1,5,5,5,4,5,2,1,5,5,10,10,1,1,NA,NA,12,3,4,7,3,5,3.5,4.5,1.5,2.5,5,5,0,1,10,1,8.5,9.5,6,2,3,38.25,19.9227675453654,1,3,0.333333333333333,21,0.918614921054163,1,3,0.25,0,9.5,8.5,1,-0.5,1.5,1,"Yes",-0.0555040556199305,-0.408554286820205
"507",579,2035,"rm",1,"",10,1,1,"",52,10,10,7,"",NA,8,8,4,4,7,4,4,8,8,4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203501,0,579,4,2,5,1,1,5,5,5,2,5,1,1,5,5,5,4,4,1,1,4,4,5,3,5,1,1,4,5,10,10,1,1,NA,NA,7,1,3,4,1,4.75,2.75,4.75,1,1,4.5,4.75,0,1,9.66666666666667,1.83333333333333,9,8.16666666666667,6.33333333333333,4,4,33.1666666666667,17.5774476721356,1,5,0.2,18,0.70808932576743,0.733333333333333,3.66666666666667,0.777777777777778,0.0666666666666667,8.16666666666667,9,0.733333333333333,-0.666666666666667,1.79248125036058,0,"Yes",-0.0555040556199305,-0.408554286820205
"508",580,2036,"em",1,"",10,1,2,"",54,10,10,8,"",NA,4,4,10,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203601,1,580,5,3,5,1,1,3,4,5,3,5,2,1,4,4,5,3,4,2,1,3,4,5,5,5,4,2,3,4,7,6,2,1,NA,NA,12,3,3,5,1,5,3.5,4.75,2.25,1.25,3.25,4,1,1,10,1,9,8.75,7,3,4,36.5,18.5562208796224,1,3,0.333333333333333,19,0.763075628288015,0.833333333333333,2.5,0.5,0.166666666666667,8.75,9,0.833333333333333,0.5,2,0,"Yes",0.14449594438007,0.591445713179795
